,name,ran_successfully,runtime,start_mem,max_mem,mode,commit_hash,datetime,fname
289,optimize_with_cmaes,True,3.5587453739999546,119.3984375,555.37890625,standard,52959e64,2023-02-23 11:25:20.403119,standard_52959e64_2023-02-23 11:25:20.403119.csv
290,risk_averse_bo_with_environmental_variables,True,155.8031146850003,119.3984375,1224.01953125,standard,52959e64,2023-02-23 11:25:20.403119,standard_52959e64_2023-02-23 11:25:20.403119.csv
291,risk_averse_bo_with_input_perturbations,True,201.77127872200023,119.3984375,1455.515625,standard,52959e64,2023-02-23 11:25:20.403119,standard_52959e64_2023-02-23 11:25:20.403119.csv
292,robust_multi_objective_bo,True,80.16731985999968,120.796875,689.2890625,standard,52959e64,2023-02-23 11:25:20.403119,standard_52959e64_2023-02-23 11:25:20.403119.csv
293,turbo_1,True,171.58262729499984,122.296875,2415.33203125,standard,52959e64,2023-02-23 11:25:20.403119,standard_52959e64_2023-02-23 11:25:20.403119.csv
294,GIBBON_for_efficient_batch_entropy_search,True,19.922902409000017,113.46875,1189.60546875,standard,7e9fb1b8,2023-02-24 11:55:29.889790,standard_7e9fb1b8_2023-02-24 11:55:29.889790.csv
295,batch_mode_cross_validation,True,4.253599175999966,115.23046875,549.7109375,standard,7e9fb1b8,2023-02-24 11:55:29.889790,standard_7e9fb1b8_2023-02-24 11:55:29.889790.csv
296,bo_with_warped_gp,True,453.8846401889999,115.75,599.625,standard,7e9fb1b8,2023-02-24 11:55:29.889790,standard_7e9fb1b8_2023-02-24 11:55:29.889790.csv
297,closed_loop_botorch_only,True,580.3255179399999,115.75,617.640625,standard,7e9fb1b8,2023-02-24 11:55:29.889790,standard_7e9fb1b8_2023-02-24 11:55:29.889790.csv
298,compare_mc_analytic_acquisition,True,6.4386914259998775,116.29296875,528.58984375,standard,7e9fb1b8,2023-02-24 11:55:29.889790,standard_7e9fb1b8_2023-02-24 11:55:29.889790.csv
299,composite_bo_with_hogp,True,376.606980715,116.29296875,2380.87890625,standard,7e9fb1b8,2023-02-24 11:55:29.889790,standard_7e9fb1b8_2023-02-24 11:55:29.889790.csv
300,constrained_multi_objective_bo,True,372.32594334400005,116.9140625,567.92578125,standard,7e9fb1b8,2023-02-24 11:55:29.889790,standard_7e9fb1b8_2023-02-24 11:55:29.889790.csv
301,custom_acquisition,True,35.15724140800012,116.6640625,907.4453125,standard,7e9fb1b8,2023-02-24 11:55:29.889790,standard_7e9fb1b8_2023-02-24 11:55:29.889790.csv
302,custom_botorch_model_in_ax,True,89.52854327100022,117.203125,996.04296875,standard,7e9fb1b8,2023-02-24 11:55:29.889790,standard_7e9fb1b8_2023-02-24 11:55:29.889790.csv
303,discrete_multi_fidelity_bo,True,531.7465225280002,117.203125,1829.03515625,standard,7e9fb1b8,2023-02-24 11:55:29.889790,standard_7e9fb1b8_2023-02-24 11:55:29.889790.csv
304,fit_model_with_torch_optimizer,True,4.912150745999952,117.703125,556.140625,standard,7e9fb1b8,2023-02-24 11:55:29.889790,standard_7e9fb1b8_2023-02-24 11:55:29.889790.csv
305,information_theoretic_acquisition_functions,True,248.9463353000001,118.703125,1773.80078125,standard,7e9fb1b8,2023-02-24 11:55:29.889790,standard_7e9fb1b8_2023-02-24 11:55:29.889790.csv
306,max_value_entropy,True,13.667569213000206,118.203125,949.80859375,standard,7e9fb1b8,2023-02-24 11:55:29.889790,standard_7e9fb1b8_2023-02-24 11:55:29.889790.csv
307,meta_learning_with_rgpe,True,55.764840380999885,118.203125,600.953125,standard,7e9fb1b8,2023-02-24 11:55:29.889790,standard_7e9fb1b8_2023-02-24 11:55:29.889790.csv
308,multi_fidelity_bo,True,183.7662063180001,118.203125,1763.51171875,standard,7e9fb1b8,2023-02-24 11:55:29.889790,standard_7e9fb1b8_2023-02-24 11:55:29.889790.csv
309,multi_objective_bo,True,685.7204519360002,118.203125,624.55078125,standard,7e9fb1b8,2023-02-24 11:55:29.889790,standard_7e9fb1b8_2023-02-24 11:55:29.889790.csv
310,one_shot_kg,True,23.828063691999887,118.26171875,1060.51171875,standard,7e9fb1b8,2023-02-24 11:55:29.889790,standard_7e9fb1b8_2023-02-24 11:55:29.889790.csv
311,optimize_stochastic,True,4.361412912000105,118.26171875,541.33984375,standard,7e9fb1b8,2023-02-24 11:55:29.889790,standard_7e9fb1b8_2023-02-24 11:55:29.889790.csv
312,optimize_with_cmaes,True,5.825412478000089,118.453125,554.94921875,standard,7e9fb1b8,2023-02-24 11:55:29.889790,standard_7e9fb1b8_2023-02-24 11:55:29.889790.csv
313,risk_averse_bo_with_environmental_variables,True,299.00463764000006,118.953125,1160.96484375,standard,7e9fb1b8,2023-02-24 11:55:29.889790,standard_7e9fb1b8_2023-02-24 11:55:29.889790.csv
314,risk_averse_bo_with_input_perturbations,True,231.17584010799965,118.953125,1003.06640625,standard,7e9fb1b8,2023-02-24 11:55:29.889790,standard_7e9fb1b8_2023-02-24 11:55:29.889790.csv
315,robust_multi_objective_bo,True,154.08865440699992,121.06640625,685.6953125,standard,7e9fb1b8,2023-02-24 11:55:29.889790,standard_7e9fb1b8_2023-02-24 11:55:29.889790.csv
316,turbo_1,True,237.59187403799933,121.8125,2050.85546875,standard,7e9fb1b8,2023-02-24 11:55:29.889790,standard_7e9fb1b8_2023-02-24 11:55:29.889790.csv
